Название машины;Картинка;Описание;Цена
"
            Mercedes-Benz S-Класс W221 [рестайлинг] Седан 4-дв. , 2012 ";https://i.cars.kg/preview/r/T4QKcqIPgz0SLayTNwdg1g/1080x-/20220328/ba90dd34b8fecee8083f2466be6f6045.jpeg;"
                                    Седан,
                                        черный,
                                        4.7 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,
                                    ";15500$ 
"
            Mercedes-Benz E-Класс W212/S212/C207/A207 [рестайлинг] Седан 4-дв. , 2013 ";https://i.cars.kg/preview/r/ZfU6HgpuShRlWIUz6yTZqQ/1080x-/20220326/e666c9c96c261f03a4200faf8b66cf00.webp;"
                                    Седан,
                                        белый,
                                        2. л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,
                                    ";21500$ 
"
            Mercedes-Benz E-Класс W124 [2-й рестайлинг] Седан , 1994 ";https://i.cars.kg/preview/r/wv6pQt6rBa8bHh-EGiPmsw/1080x-/20220326/b4fa5f548783c1e60669da98d1c9f306.jpg;"
                                    Седан,
                                        белый жемчуг,
                                        3.2 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,
                                    ";6700$ 
"
            Mercedes-Benz S-Класс W220 Седан , 2001 ";https://i.cars.kg/preview/r/OGs1ZSZwbqBztx1_4J-gcQ/1080x-/20220323/75f6a81346edc7acce00fa87a35856e0.jpg;"
                                    Седан,
                                        серебряный,
                                        3.2 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,
                                    ";6500$ 
"
            Mercedes-Benz E-Класс W124 [2-й рестайлинг] Седан , 1994 ";https://i.cars.kg/preview/r/SyQooGAWF4pOMkq2tKvQ6A/1080x-/20220322/78cdede9a473955047a3abb5ebcc0140.webp;"
                                    Седан,
                                        черный,
                                        2.8 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,
                                    ";4019$ 
"
            Mercedes-Benz S-Класс W221 Седан , 2007 ";https://i.cars.kg/preview/r/ePSoOuW8brI1mjLZlEFHxw/1080x-/20220322/6128167e4ed609fcdbff2c84f457ef8c.jpg;"
                                    Седан,
                                        черный,
                                        5.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,
                                    ";8999$ 
"
            Mercedes-Benz E-Класс W210/S210 [рестайлинг] Седан , 2000 ";https://i.cars.kg/preview/r/l5GjyuVe8XzJGttKajXFpg/1080x-/20220322/281e94a4029fb36a19c7cf2c98af94cb.jpeg;"
                                    Седан,
                                        серебряный,
                                        4.3 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,
                                    ";6800$ 
"
            Mercedes-Benz E-Класс W124 Седан 4-дв. , 1987 ";https://i.cars.kg/preview/r/42m0oU5ACOP4wh_lb_tYJQ/1080x-/20220322/0ec8fb731abcc0e5abe663346e1b367b.jpeg;"
                                    Седан,
                                        белый,
                                        2.3 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,
                                    ";1300$ 
"
            Mercedes-Benz S-Класс W221 Седан , 2005 ";https://i.cars.kg/preview/r/gnLsLGdFuXbAmX0UTq-iag/1080x-/20220321/85945c0689a4b63e2350f1a3a04fdd5b.webp;"
                                    Седан,
                                        белый,
                                        5.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,
                                    ";11000$ 
"
            Mercedes-Benz S-Класс W221 [рестайлинг] Седан 4-дв. , 2010 ";https://i.cars.kg/preview/r/Gpy-MaR7x2XN-A4cr3n_Ow/1080x-/20220321/cfc9d60f7be500bef91db861d9f82cad.webp;"
                                    Седан,
                                        черный,
                                        5.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,
                                    ";17500$ 
Название машины;Картинка;Описание;Цена
"
            Mercedes-Benz S-Класс W140/C140 [рестайлинг] Седан , 1996 ";https://i.cars.kg/preview/r/vYR2GIv1HwA9ZJTIx-57dw/1080x-/20220320/10061066f09bb5ad8a651ce11ec96c67.jpg;"
                                    Седан,
                                        серебряный,
                                        6 л.,
                                        левый руль,
                                        газ-бензин,
                                        автомат,
                                        задний,
                                    ";8000$ 
"
            Mercedes-Benz C-Класс W202/S202 Седан , 1993 ";https://i.cars.kg/preview/r/ttwUT45Tj8cfKPCpQi7Fzw/1080x-/20220320/9a793f1da23e96cebecdc9d017945cb2.jpg;"
                                    Седан,
                                        коричневый,
                                        2.2 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,
                                    ";3900$ 
"
            Mercedes-Benz S-Класс W220 Седан , 1999 ";https://i.cars.kg/preview/r/4_LblAPqRFeMdsm02wCKnQ/1080x-/20220316/08e96999060ff5beb22f9422bf44d7d4.jpg;"
                                    Седан,
                                        синий,
                                        3.2 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        задний,
                                    ";5200$ 
"
            Mercedes-Benz E-Класс W210/S210 Седан 4-дв. , 2000 ";https://i.cars.kg/preview/r/6Azu0XVRxkxA-2DLIzpR9w/1080x-/20220316/c86b3008ea23482447c3313ff3dc259d.jpg;"
                                    Седан,
                                        синий,
                                        2 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        задний,
                                    ";6000$ 
"
            Mercedes-Benz S-Класс W140 [2-й рестайлинг] Седан , 1996 ";https://i.cars.kg/preview/r/mWJj_W7W-1x_jf5mJo5o1Q/1080x-/20220314/fbb3509c3159f9c100842c9a17e234ea.jpg;"
                                    Седан,
                                        серый,
                                        5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,
                                    ";7500$ 
"
            Mercedes-Benz E-Класс W201 [рестайлинг] 2.5-16 Evolution II седан 4-дв. , 1991 ";https://i.cars.kg/preview/r/M513FPkorVO4u8Ldoek-6A/1080x-/20220314/c79e92a461fa57810c4f816c4d2e9808.jpg;"
                                    Универсал,
                                        зеленый,
                                        2.3 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        задний,
                                    ";240000$ 
"
            Mercedes-Benz E-Класс W210/S210 [рестайлинг] Седан , 2002 ";https://i.cars.kg/preview/r/Y3cdoDJZrizZ90gGYqPQMg/1080x-/20220313/df0d22853461431b447afd817438aad4.jpg;"
                                    Седан,
                                        белый,
                                        3.2 л.,
                                        левый руль,
                                        газ-бензин,
                                        автомат,
                                        задний,
                                    ";12000$ 
"
            Mercedes-Benz E-Класс W211/S211 Седан , 2004 ";https://i.cars.kg/preview/r/3T6Wn099_S3c3RP56Jw3Tw/1080x-/20220311/d28b3f83a0e16f40dfe757fc6277dad0.jpeg;"
                                    Седан,
                                        серебряный,
                                        3.2 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,
                                    ";9200$ 
"
            Mercedes-Benz E-Класс W124 [рестайлинг] Седан 4-дв. , 1990 ";https://i.cars.kg/preview/r/nOAzsr74IBLVAmiBW4hh5A/1080x-/20220310/584f2e899d4c100201f8669e2b7dc78f.jpeg;"
                                    Седан,
                                        серебряный,
                                        2.6 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,
                                    ";3500$ 
"
            Mercedes-Benz Sprinter , 1992 ";https://i.cars.kg/preview/r/cyPJ0Ir6ZBBa6sWH1IXluA/1080x-/20220307/2422672072efe962c905284ec5cb4405.jpeg;"
                                    Минивэн / Бус,
                                        белый,
                                        3.0 л.,
                                        левый руль,
                                        дизель,
                                        механика,
                                        задний,
                                    ";6000$ 
"
            Mercedes-Benz A-Класс W168/V168 [рестайлинг] , 2003 ";https://i.cars.kg/preview/r/C1chdGVNkyjHvp68d4L6bA/1080x-/20220307/70a13eb0693a66c833834bcb84dcbf15.jpg;"
                                    Седан,
                                        синий,
                                        4.3 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,
                                    ";6300$ 
"
            Mercedes-Benz E-Класс W124 [2-й рестайлинг] , 1993 ";https://i.cars.kg/preview/r/J_lOIZRBndwh74z5UBmYqg/1080x-/20220306/2ed1dd8f9417ee8879bd6c2fc6b5d663.jpeg;"
                                    Седан,
                                        черный,
                                        3.0 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        задний,
                                    ";4800$ 
"
            Mercedes-Benz E-Класс W124 [2-й рестайлинг] Седан , 1993 ";https://i.cars.kg/preview/r/RsMrqvWeGd8L-lThbYnmfQ/1080x-/20220304/c3e97c690de794aeadd612403bdb8b6c.jpg;"
                                    Седан,
                                        серебряный,
                                        3.2 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        передний,
                                    ";3000$ 
"
            Mercedes-Benz A-Класс W168 , 1999 ";https://i.cars.kg/preview/r/G5dgtMJEgUWCvIWt0c0Tww/1080x-/20220304/1a3d3ca81ae435397b524e4933da8ce8.jpg;"
                                    Хэтчбек,
                                        серебряный,
                                        1600 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,
                                    ";3200$ 
"
            Mercedes-Benz S-Класс A217 , 2015 ";https://i.cars.kg/preview/r/UC42dA1KC64Tu_i0ZwmuCg/1080x-/20220303/5e8bdb37d0129bb3d60a253d7c1e5348.jpg;"
                                    Седан,
                                        белый,
                                        4.7 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,
                                    ";60000$ 
"
            Mercedes-Benz CLS-Класс , 2019 ";https://i.cars.kg/preview/r/ify4gmasK6Uuqs70tOV70A/1080x-/20220303/44b7db191db154ab10e47bc420aa5ed9.jpg;"
                                    Седан,
                                        белый,
                                        3.0 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,
                                    ";67500$ 
"
            Mercedes-Benz GLC-Класс 1 поколение Внедорожник 5-дв. , 2019 ";https://i.cars.kg/preview/r/MtO6GEkd_JZmdzaRYMdI8A/1080x-/20220303/29ff36bc30ea7ef886b33229ae37a089.jpg;"
                                    Внедорожник / Пикап,
                                        черный,
                                        2 л.,
                                                    бензин,
                                        автомат,
                                        постоянный полный,
                                    ";50500$ 
"
            Mercedes-Benz S-Класс W220 [рестайлинг] Седан , 2002 ";https://i.cars.kg/preview/r/FdkyVNGXPFfq_4LCckrdCw/1080x-/20220303/3364cfc545898b43cacb0762f4fd1427.jpg;"
                                    Седан,
                                        серебряный,
                                        5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,
                                    ";4800$ 
"
            Mercedes-Benz S-Класс W220 [рестайлинг] , 2004 ";https://i.cars.kg/preview/r/QQ218EnwKi2OiWNzxLGCpA/1080x-/20220302/c26d274914253548f5b4ef68111e952f.jpg;"
                                    Седан,
                                                    4.3 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                                ";7700$ 
"
            Mercedes-Benz S-Класс W220 [рестайлинг] Седан , 2004 ";https://i.cars.kg/preview/r/qOrW-haiOOyal4Lespt6xg/1080x-/20220301/43091b9d6bb1341a1f46825db58d7423.jpg;"
                                    Седан,
                                        смарагд,
                                        3.7 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,
                                    ";8700$ 
Название машины;Картинка;Описание;Цена
"
            Mercedes-Benz E-Класс W211/S211 Седан , 2002 ";https://i.cars.kg/preview/r/ylR1aC5sv8jphWI_OqDlJA/1080x-/20220227/9c31d9c1089ff244a07cb5b02786fc4e.jpg;"
                                    Седан,
                                        синий,
                                        2.6 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,
                                    ";6400$ 
"
            Mercedes-Benz E-Класс W210/S210 Седан 4-дв. , 1996 ";https://i.cars.kg/preview/r/dzL0veFg2FM9ljtrTjQe5g/1080x-/20220225/24d2045efc4dfad775f647037bf22cb2.jpg;"
                                    Седан,
                                        серебряный,
                                        3.2 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,
                                    ";5000$ 
"
            Mercedes-Benz Sprinter , 2005 ";https://i.cars.kg/preview/r/SIc8DOEh4uA8EAyNDBhLmw/1080x-/20220222/bf68115755af69e81f286d3cd69d79bb.jpg;"
                                    Минивэн / Бус,
                                        белый,
                                        2.7 л.,
                                        левый руль,
                                        дизель,
                                        автомат,
                                        задний,
                                    ";12000$ 
"
            Mercedes-Benz , 2008 ";https://i.cars.kg/preview/r/K9NoQ47fwYCO-3Ljv4EfQg/1080x-/20220222/6824423d234ad54b441480fbc7da2730.jpg;"
                                    Минивэн / Бус,
                                        дипломат,
                                        2987 л.,
                                        левый руль,
                                        дизель,
                                        автомат,
                                                ";30000$ 
"
            Mercedes-Benz E-Класс W124 [2-й рестайлинг] AMG седан 4-дв. , 1994 ";https://i.cars.kg/preview/r/mehgwNXdqIq-rEQ3ozAWlQ/1080x-/20220222/1d3687e9da36911e3abfcdb9193aa22d.jpg;"
                                    Седан,
                                        черный,
                                        2.0 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        передний,
                                    ";3400$ 
"
            Mercedes-Benz E-Класс W210/S210 [рестайлинг] Универсал 5-дв. , 2000 ";https://i.cars.kg/preview/r/XkswY4RYERo7Kjj-DNLApA/1080x-/20220222/1ca2ce1edc78f2c2f07ea884f8b9203b.jpg;"
                                    Универсал,
                                        серый,
                                        2.4 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,
                                    ";6300$ 
"
            Mercedes-Benz E-Класс W124 [2-й рестайлинг] Седан , 1994 ";https://i.cars.kg/preview/r/1p9hZJsiPI6vgDg3xoFU6w/1080x-/20220221/9a494c0e2fd9fedf08cb444cdf3adb1e.jpg;"
                                    Седан,
                                        серебряный,
                                        3.2 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,
                                    ";4500$ 
"
            Mercedes-Benz E-Класс W211/S211 Седан , 2003 ";no photo;"
                                    Седан,
                                        серебряный,
                                        3.2 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                                ";8300$ 
"
            Mercedes-Benz C-Класс W203/S203/CL203 [рестайлинг] Седан 4-дв. , 2004 ";https://i.cars.kg/preview/r/Vu9HQEQFguiRBU5zAbSY5Q/1080x-/20220220/ede05ba466500ae5ea137f3d874401af.jpg;"
                                    Седан,
                                        темно-синий,
                                        1.8 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,
                                    ";6000$ 
"
            Mercedes-Benz E-Класс W124 , 1987 ";https://i.cars.kg/preview/r/4fKCxYIgZ-iKOTlG0t4lQg/1080x-/20220219/07a4cbbbbf941f03b8908dc055d24887.jpeg;"
                                    Седан,
                                        серебряный,
                                        2.3 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        задний,
                                    ";1974$ 
"
            Mercedes-Benz CL-Класс C216 , 2010 ";https://i.cars.kg/preview/r/lwWsU4xvwR1Qhmf-G3rYUQ/1080x-/20220218/117489c0eba1037b0dcbb26740c38e96.jpeg;"
                                    Внедорожник / Пикап,
                                        белый,
                                        3.0 л.,
                                        левый руль,
                                        дизель,
                                        автомат,
                                        полный подключаемый,
                                    ";18000$ 
"
            Mercedes-Benz A-Класс W168 Хетчбэк , 2000 ";https://i.cars.kg/preview/r/8qEjH2bTTgz-RahtwhsKJg/1080x-/20220218/3f308e8eda031bd4adcf8eb451147d43.jpg;"
                                    Хэтчбек,
                                        серебряный,
                                        1.4 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        передний,
                                    ";2700$ 
"
            Mercedes-Benz G-Класс W463 Внедорожник 5-дв. , 2003 ";https://i.cars.kg/preview/r/SO-M8EzfGkHln-luY81C1g/1080x-/20220218/4deff3e49c157e25fd72a45dc6cf53e4.jpg;"
                                    Внедорожник / Пикап,
                                        черный,
                                        4 л.,
                                        левый руль,
                                        дизель,
                                        автомат,
                                        постоянный полный,
                                    ";18500$ 
"
            Mercedes-Benz E-Класс W124 [рестайлинг] , 1990 ";https://i.cars.kg/preview/r/0-vKJ5Nt_WpHipJPFfj3AQ/1080x-/20220213/606416f03c977e7239dd8fcbf9360c76.jpeg;"
                                    Универсал,
                                        серый,
                                        2.3 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        задний,
                                    ";2200$ 
"
            Mercedes-Benz S-Класс W221 , 2006 ";https://i.cars.kg/preview/r/yrxOA4b23gDOEj7bzSYKlQ/1080x-/20220212/e1030027aa9be87dfc370a4f8fd561a2.jpg;"
                                    Купе,
                                        черный,
                                        5.5 л.,
                                                    бензин,
                                        автомат,
                                                ";11000$ 
"
            Mercedes-Benz Мерседес Даймлер дублькабина, 2000 ";https://i.cars.kg/preview/r/Np_B2b1aM3h9nXWshf0O6Q/1080x-/20220212/4fb275c7b585cc3140989465a318cb4c.jpg;"
                                                бирюзовый,
                                        2200 л.,
                                        левый руль,
                                        дизель,
                                        автомат,
                                        задний,
                                    ";9500$ 
"
            Mercedes-Benz E-Класс W210/S210 Седан 4-дв. , 2008 ";https://i.cars.kg/preview/r/Gz9VC9Rs0scSvUTdVfyYpQ/1080x-/20220210/3459924b13f1118e03118bec927952c7.jpg;"
                                    Седан,
                                                    2.8 л.,
                                                    бензин,
                                        автомат,
                                        задний,
                                    ";3800$ 
"
            Mercedes-Benz E-Класс W124 [2-й рестайлинг] , 1995 ";https://i.cars.kg/preview/r/4PmBEl7lRuKFC8BKA1aFpg/1080x-/20220209/ce04d1c90739900e75dd05771fa2b274.jpeg;"
                                    Универсал,
                                        черный,
                                        3.2 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,
                                    ";4200$ 
"
            Mercedes-Benz Sprinter W906 Фургон , 2015 ";https://i.cars.kg/preview/r/QurT-aAgvPsMqFftYMJ44Q/1080x-/20220207/389739acfcd683fd08b9e9b146809405.jpg;"
                                    Универсал,
                                        белый,
                                        2.2 л.,
                                        левый руль,
                                        дизель,
                                        механика,
                                        задний,
                                    ";18900$ 
"
            Mercedes-Benz Vito , 2003 ";https://i.cars.kg/preview/r/RFDdHNMBkDcurYFJpwUN5w/1080x-/20220206/be5d3ea98cf7a5c45c70cc1f8c4bcd50.jpg;"
                                    Минивэн / Бус,
                                        синий,
                                        2.2 л.,
                                        левый руль,
                                        дизель,
                                        механика,
                                        задний,
                                    ";5000$ 
Название машины;Картинка;Описание;Цена
"
            Mercedes-Benz G-Класс W463 , 2005 ";https://i.cars.kg/preview/r/z6SgbJ6fmyni3FkK-GgQbg/1080x-/20220203/c9b97ec7476bd2fee18e93a888d0d3ff.jpeg;"
                                    Внедорожник / Пикап,
                                        черный,
                                                    левый руль,
                                                    автомат,
                                                ";28500$ 
"
            Mercedes-Benz 240, 1990 ";https://i.cars.kg/preview/r/D5BnEamLYi95euqkQQPpzQ/1080x-/20220202/fa419eaa78b1c1594d133528db3293e8.jpg;"
                                    Седан,
                                        синий,
                                        3 л.,
                                        левый руль,
                                        дизель,
                                        автомат,
                                        постоянный полный,
                                    ";4200$ 
"
            Mercedes-Benz S-Класс W140 [2-й рестайлинг] Седан , 1997 ";no photo;"
                                    Седан,
                                        смарагд,
                                        5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,
                                    ";10500$ 
"
            Mercedes-Benz E-Класс W211/S211 Седан , 2003 ";https://i.cars.kg/preview/r/2c0YJ7Im_8k0Ng9CtBt79A/1080x-/20220129/ef70b610bc85b1e41b42e8695b09f373.jpg;"
                                    Седан,
                                        темно-синий,
                                        3.2 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,
                                    ";8500$ 
"
            Mercedes-Benz S-Класс , 1986 ";https://i.cars.kg/preview/r/fh6btJ7O_pNIMiBFQDUAJA/1080x-/20220128/2a24e4a985889295b07840349ef39f9d.jpg;"
                                    Седан,
                                        черный,
                                        4.2 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,
                                    ";5300$ 
"
            Mercedes-Benz E-Класс W124 Седан 4-дв. , 1988 ";https://i.cars.kg/preview/r/7MNvws1J_nOnMGwcVROHTw/1080x-/20220128/407bc01fed2cda1752f6c7bec3ef0b7b.jpg;"
                                    Седан,
                                                    2.3 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        задний,
                                    ";2135$ 
"
            Mercedes-Benz E-Класс W210/S210 [рестайлинг] Седан , 2000 ";https://i.cars.kg/preview/r/aMGhgNOnGiLIUvwm2fnayg/1080x-/20220126/3037c31321afa4ded3ffff1a22691e09.jpg;"
                                    Седан,
                                        темно-синий,
                                        3.2 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,
                                    ";6550$ 
"
            Mercedes-Benz S-Класс W221 , 2005 ";https://i.cars.kg/preview/r/frdk2zeLgkOSqljHSP1gyA/1080x-/20220126/89b3949eda493d438458a36399509b00.jpg;"
                                    Седан,
                                        серый,
                                        3.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,
                                    ";12000$ 
"
            Mercedes-Benz E-Класс W212/S212/C207/A207 , 2009 ";https://i.cars.kg/preview/r/TfGxs23PSzCjKl1J2qc70g/1080x-/20220126/3a2910f59c90e72713afac47967a3fc3.jpeg;"
                                    Седан,
                                        белый,
                                        3.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,
                                    ";18000$ 
"
            Mercedes-Benz E-Класс W210/S210 Седан 4-дв. , 1999 ";https://i.cars.kg/preview/r/3q6SMGzczMSsZ8AzaXnA2A/1080x-/20220123/a455595c134a77142235f302b3687c1e.jpg;"
                                    Седан,
                                        темно-синий,
                                        2.4 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        задний,
                                    ";4400$ 
"
            Mercedes-Benz S-Класс , 1994 ";https://i.cars.kg/preview/r/NlDyXJGqEYuiOeT2_OC2cg/1080x-/20220123/ab1a48d7c1438b13bb7a36d692810a9a.x-empty;"
                                                            5.0 л.,
                                                    газ-бензин,
                                        автомат,
                                                ";5300$ 
"
            Mercedes-Benz E-Класс , 2003 ";https://i.cars.kg/preview/r/LxM8_h_wDR4dFpiVboTRwA/1080x-/20220123/d8ceddf0981d63738618204066587b12.jpg;"
                                                            2.7 л.,
                                                    дизель,
                                        автомат,
                                                ";6000$ 
"
            Mercedes-Benz E-Класс , 2000 ";https://i.cars.kg/preview/r/Ry_LcVsd_YFS1aGP9wi6hA/1080x-/20220123/7d1431d8e765fdf74170400ade5251ac.jpg;"
                                                            2,8 л.,
                                                    бензин,
                                        автомат,
                                                ";6200$ 
"
            Mercedes-Benz E-Класс , 2002 ";https://i.cars.kg/preview/r/jHEuiXDcL7Q1OIGcv1muAg/1080x-/20220123/86eac866bb400f0354485cc01923847d.jpg;"
                                                            3.2 л.,
                                                    бензин,
                                        автомат,
                                                ";8500$ 
"
            Mercedes-Benz E-Класс , 1997 ";https://i.cars.kg/preview/r/lT3LVdtN-z39B3QP96J8OA/1080x-/20220123/af34ba27ff984bc30d0130edfe1c3466.jpg;"
                                                            2,8 л.,
                                                    бензин,
                                        механика,
                                                ";4500$ 
"
            Mercedes-Benz E-Класс , 2004 ";https://i.cars.kg/preview/r/N6MNhxH6echtc3iNZBkgMw/1080x-/20220123/21b0cdaef6d5a8ad43032962801614ab.jpg;"
                                                            2.0 л.,
                                                    бензин,
                                        автомат,
                                                ";6000$ 
"
            Mercedes-Benz E-Класс , 2002 ";https://i.cars.kg/preview/r/IyW8Ahixe4VIJgg6DHdERw/1080x-/20220123/e007f4d013be20ae05bc9bfa7b0c0ecd.jpg;"
                                                            3.2 л.,
                                                    бензин,
                                        автомат,
                                                ";10700$ 
"
            Mercedes-Benz E-Класс , 2009 ";https://i.cars.kg/preview/r/8jlYA9i414NCn0ptqwx5Uw/1080x-/20220123/a3f7774d3d7785e0e867b7fd3d86e31c.jpg;"
                                                            2.2 л.,
                                                    бензин,
                                        автомат,
                                                ";7300$ 
"
            Mercedes-Benz C-Класс , 1997 ";https://i.cars.kg/preview/r/jGvxP4XcEBkIL_tHfFVHlA/1080x-/20220123/8bbaa503f72839ec2a4809709175e297.jpg;"
                                                            2.0 л.,
                                                    бензин,
                                        автомат,
                                                ";4200$ 
"
            Mercedes-Benz S-Класс , 1997 ";https://i.cars.kg/preview/r/-HjDkEsZl_gJ7uCIIj6oag/1080x-/20220123/8a150f1ebfc4a7ad2bd992ef0f9d1c39.jpg;"
                                                            4.2 л.,
                                                    бензин,
                                        автомат,
                                                ";7700$ 
Название машины;Картинка;Описание;Цена
"
            Mercedes-Benz E-Класс W124 [рестайлинг] Седан 4-дв. , 1992 ";https://i.cars.kg/preview/r/dNy-PWn9F75a-1GRkFsvzg/1080x-/20220123/326d49ade9b6b04a9e52af3487662af4.jpeg;"
                                    Седан,
                                        бежевый,
                                        2.2 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        задний,
                                    ";4200$ 
"
            Mercedes-Benz E-Класс W124 [2-й рестайлинг] , 1993 ";https://i.cars.kg/preview/r/yZxo2NzscSpiBBqC7_1Tvg/1080x-/20220122/5aa060c41a5ae2d180153676903b3d69.jpg;"
                                    Седан,
                                        серебряный,
                                        2.0 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        задний,
                                    ";3700$ 
"
            Mercedes-Benz EQC 400, 2021 ";https://i.cars.kg/preview/r/yG-A_p53sBS0kixXIifyiw/1080x-/20220122/592af2bd30fdd18eb8d68d0241bf507c.jpg;"
                                    Кроссовер,
                                        серебряный,
                                                    левый руль,
                                        электро,
                                                    постоянный полный,
                                    ";83000$ 
"
            Mercedes-Benz Sprinter , 2002 ";https://i.cars.kg/preview/r/TVn10AwTYNQ0Wngfr4s_pA/1080x-/20220122/90ec19bda0e6c65fd425601bd826d762.jpeg;"
                                    Минивэн / Бус,
                                        белый,
                                        2.2 л.,
                                        левый руль,
                                        дизель,
                                        механика,
                                                ";11000$ 
"
            Mercedes-Benz E-Класс W124 [2-й рестайлинг] Седан , 1995 ";https://i.cars.kg/preview/r/TxCfnjjpytPIQbqvxrfenA/1080x-/20220122/29a9a945513aa7c90229a0cd1f2e0902.jpeg;"
                                    Седан,
                                        черный,
                                        2.8 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,
                                    ";6999$ 
Название машины;Картинка;Описание;Цена
Название машины;Картинка;Описание;Цена
Название машины;Картинка;Описание;Цена
Название машины;Картинка;Описание;Цена
Название машины;Картинка;Описание;Цена
Название машины;Картинка;Описание;Цена
Название машины;Картинка;Описание;Цена
Название машины;Картинка;Описание;Цена
Название машины;Картинка;Описание;Цена
Название машины;Картинка;Описание;Цена
Название машины;Картинка;Описание;Цена
Название машины;Картинка;Описание;Цена
Название машины;Картинка;Описание;Цена
Название машины;Картинка;Описание;Цена
Название машины;Картинка;Описание;Цена
